Location,Time,Indicator,Indicator_Status,Indicator_Value,Employment_Status,QWI-Status,Amount,Unemployment_Rate
Maryland,2020Q4,Maryland Workers by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Workers,6706,
Maryland,2021Q4,Maryland Workers by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Workers,6920,
Maryland,2015Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2316,
Maryland,2016Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2278,
Maryland,2018Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2451,
Maryland,2019Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2534,
Maryland,2017Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2545,
Maryland,2020Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3255,
Maryland,2021Q1,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3444,
Maryland,2015Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2378,
Maryland,2018Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2425,
Maryland,2016Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2388,
Maryland,2017Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2496,
Maryland,2019Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2600,
Maryland,2021Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3127,
Maryland,2020Q2,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2461,
Maryland,2015Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2866,
Maryland,2016Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3286,
Maryland,2017Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3166,
Maryland,2018Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2866,
Maryland,2019Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2818,
Maryland,2020Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3432,
Maryland,2021Q3,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3324,
Maryland,2015Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,2966,
Maryland,2017Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3161,
Maryland,2016Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3135,
Maryland,2018Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3255,
Maryland,2019Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,3236,
Maryland,2020Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,5174,
Maryland,2015Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,414,
Maryland,2021Q4,Maryland Average Earnings by Industry,71,"Arts, Entertainment, and Recreation",,Earnings,4343,
Maryland,2016Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,118,
Maryland,2017Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,1301,
Maryland,2018Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,1009,
Maryland,2019Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,554,
Maryland,2020Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-11881,
Maryland,2021Q1,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,1184,
Maryland,2015Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,12245,
Maryland,2016Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,13812,
Maryland,2017Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,12833,
Maryland,2018Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,13584,
Maryland,2019Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,13385,
Maryland,2020Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-1053,
Maryland,2021Q2,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,11780,
Maryland,2015Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-6770,
Maryland,2016Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-8771,
Maryland,2017Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-9085,
Maryland,2018Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-8614,
Maryland,2019Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-9031,
Maryland,2020Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,3047,
Maryland,2021Q3,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-4305,
Maryland,2016Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-4376,
Maryland,2017Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-4325,
Maryland,2018Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-4494,
Maryland,2015Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-6308,
Maryland,2020Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-3022,
Maryland,2019Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-4304,
Maryland,2021Q4,Maryland Job Net Change by Industry,71,"Arts, Entertainment, and Recreation",,Job Change,-3386,
Maryland,2018Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6836,
Maryland,2015Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6044,
Maryland,2017Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6698,
Maryland,2016Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,5662,
Maryland,2019Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6502,
Maryland,2020Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6918,
Maryland,2015Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,13368,
Maryland,2021Q1,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,4366,
Maryland,2016Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,14218,
Maryland,2018Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,14987,
Maryland,2017Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,14796,
Maryland,2021Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,13154,
Maryland,2020Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,3483,
Maryland,2016Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,11071,
Maryland,2019Q2,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,15027,
Maryland,2017Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,11023,
Maryland,2015Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,11322,
Maryland,2018Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,10508,
Maryland,2020Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,7806,
Maryland,2019Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,10593,
Maryland,2021Q3,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,13922,
Maryland,2015Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6710,
Maryland,2016Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6947,
Maryland,2017Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,6942,
Maryland,2019Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,7516,
Maryland,2018Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,7180,
Maryland,2020Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,4377,
Maryland,2015Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,7172,
Maryland,2021Q4,Maryland New Hires by Industry,71,"Arts, Entertainment, and Recreation",,New Hires,8292,
Maryland,2016Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,6997,
Maryland,2017Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,7399,
Maryland,2019Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,7450,
Maryland,2018Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,7742,
Maryland,2020Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,20607,
Maryland,2015Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,10434,
Maryland,2021Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,4652,
Maryland,2016Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,10180,
Maryland,2017Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,11121,
Maryland,2018Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,10787,
Maryland,2019Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,10872,
Maryland,2020Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,8383,
Maryland,2015Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,21398,
Maryland,2021Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,8136,
Maryland,2016Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,22973,
Maryland,2017Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,23003,
Maryland,2018Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,22617,
Maryland,2019Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,22852,
Maryland,2020Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,12433,
Maryland,2021Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,20043,
Maryland,2016Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,12991,
Maryland,2015Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,14860,
Maryland,2019Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,13815,
Maryland,2018Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,13600,
Maryland,2021Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,12872,
Maryland,2020Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,10448,
Maryland,2017Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,13023,
Maryland,2015Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11.600000000000001
Maryland,2017Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,12.1
Maryland,2016Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11
Maryland,2018Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11.200000000000001
Maryland,2019Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,12.2
Maryland,2020Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,15.299999999999999
Maryland,2016Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,12.3
Maryland,2021Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,12.5
Maryland,2015Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,12
Maryland,2017Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,13.700000000000001
Maryland,2019Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,13.4
Maryland,2018Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,13
Maryland,2021Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,14.7
Maryland,2020Q2,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11.799999999999999
Maryland,2015Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,20.8
Maryland,2016Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,18.9
Maryland,2017Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,18.6
Maryland,2018Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,19.2
Maryland,2021Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,22.8
Maryland,2019Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,20.200000000000003
Maryland,2020Q3,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,15.4
Maryland,2015Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11.700000000000001
Maryland,2016Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11.600000000000001
Maryland,2017Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,12
Maryland,2018Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,11.600000000000001
Maryland,2019Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,23.400000000000002
Maryland,2020Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,16.7
Maryland,2021Q4,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,15.2
Maryland,2015Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42540,
Maryland,2016Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,41992,
Maryland,2018Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,44019,
Maryland,2019Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42403,
Maryland,2017Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,43140,
Maryland,2020Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42695,
Maryland,2016Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42114,
Maryland,2015Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42968,
Maryland,2018Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,44997,
Maryland,2021Q1,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,29758,
Maryland,2017Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,44461,
Maryland,2019Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42931,
Maryland,2020Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,30824,
Maryland,2021Q2,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,30948,
Maryland,2015Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,55233,
Maryland,2016Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,55978,
Maryland,2018Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,55541,
Maryland,2017Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,57343,
Maryland,2021Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,42681,
Maryland,2019Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,56308,
Maryland,2020Q3,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,29807,
Maryland,2016Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,47230,
Maryland,2015Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,48310,
Maryland,2018Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,49911,
Maryland,2017Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,48304,
Maryland,2019Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,47286,
Maryland,2020Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,32863,
Maryland,2021Q4,Maryland Workers by Industry,71,"Arts, Entertainment, and Recreation",,Workers,38419,
Maryland,2015Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,4513,
Maryland,2016Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,4737,
Maryland,2017Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,5175,
Maryland,2018Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,5258,
Maryland,2019Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,5334,
Maryland,2020Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,5564,
Maryland,2021Q1,Maryland Average Earnings by Industry,23,Construction,,Earnings,5509,
Maryland,2015Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,4860,
Maryland,2016Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,4978,
Maryland,2018Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,5329,
Maryland,2019Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,5526,
Maryland,2020Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,5402,
Maryland,2017Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,5220,
Maryland,2021Q2,Maryland Average Earnings by Industry,23,Construction,,Earnings,5928,
Maryland,2015Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,4977,
Maryland,2017Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,5234,
Maryland,2016Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,5309,
Maryland,2018Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,5317,
Maryland,2019Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,5567,
Maryland,2020Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,5691,
Maryland,2021Q3,Maryland Average Earnings by Industry,23,Construction,,Earnings,5950,
Maryland,2015Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,5664,
Maryland,2016Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,5687,
Maryland,2017Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,5929,
Maryland,2018Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,5983,
Maryland,2019Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,6231,
Maryland,2020Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,6743,
Maryland,2021Q4,Maryland Average Earnings by Industry,23,Construction,,Earnings,6965,
Maryland,2015Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,898,
Maryland,2016Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,1602,
Maryland,2017Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,-12,
Maryland,2018Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,906,
Maryland,2019Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,1328,
Maryland,2020Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,-4105,
Maryland,2021Q1,Maryland Job Net Change by Industry,23,Construction,,Job Change,754,
Maryland,2015Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,8356,
Maryland,2016Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,6062,
Maryland,2017Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,6879,
Maryland,2018Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,6741,
Maryland,2019Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,6673,
Maryland,2021Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,4236,
Maryland,2020Q2,Maryland Job Net Change by Industry,23,Construction,,Job Change,204,
Maryland,2015Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,3110,
Maryland,2016Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,455,
Maryland,2017Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,-172,
Maryland,2018Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,-6,
Maryland,2019Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,215,
Maryland,2020Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,538,
Maryland,2015Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-4282,
Maryland,2016Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-5217,
Maryland,2021Q3,Maryland Job Net Change by Industry,23,Construction,,Job Change,-1213,
Maryland,2017Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-4984,
Maryland,2018Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-4878,
Maryland,2019Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-4956,
Maryland,2015Q1,Maryland New Hires by Industry,23,Construction,,New Hires,19031,
Maryland,2020Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-2747,
Maryland,2021Q4,Maryland Job Net Change by Industry,23,Construction,,Job Change,-4111,
Maryland,2016Q1,Maryland New Hires by Industry,23,Construction,,New Hires,21451,
Maryland,2017Q1,Maryland New Hires by Industry,23,Construction,,New Hires,20849,
Maryland,2019Q1,Maryland New Hires by Industry,23,Construction,,New Hires,20317,
Maryland,2018Q1,Maryland New Hires by Industry,23,Construction,,New Hires,21511,
Maryland,2021Q1,Maryland New Hires by Industry,23,Construction,,New Hires,16826,
Maryland,2020Q1,Maryland New Hires by Industry,23,Construction,,New Hires,19019,
Maryland,2015Q2,Maryland New Hires by Industry,23,Construction,,New Hires,26807,
Maryland,2019Q2,Maryland New Hires by Industry,23,Construction,,New Hires,25568,
Maryland,2018Q2,Maryland New Hires by Industry,23,Construction,,New Hires,25849,
Maryland,2017Q2,Maryland New Hires by Industry,23,Construction,,New Hires,27080,
Maryland,2016Q2,Maryland New Hires by Industry,23,Construction,,New Hires,26991,
Maryland,2020Q2,Maryland New Hires by Industry,23,Construction,,New Hires,16956,
Maryland,2021Q2,Maryland New Hires by Industry,23,Construction,,New Hires,22236,
Maryland,2017Q3,Maryland New Hires by Industry,23,Construction,,New Hires,25832,
Maryland,2015Q3,Maryland New Hires by Industry,23,Construction,,New Hires,27389,
Maryland,2019Q3,Maryland New Hires by Industry,23,Construction,,New Hires,23811,
Maryland,2016Q3,Maryland New Hires by Industry,23,Construction,,New Hires,26794,
Maryland,2018Q3,Maryland New Hires by Industry,23,Construction,,New Hires,24415,
Maryland,2020Q3,Maryland New Hires by Industry,23,Construction,,New Hires,19492,
Maryland,2021Q3,Maryland New Hires by Industry,23,Construction,,New Hires,21841,
Maryland,2016Q4,Maryland New Hires by Industry,23,Construction,,New Hires,20530,
Maryland,2015Q4,Maryland New Hires by Industry,23,Construction,,New Hires,21725,
Maryland,2017Q4,Maryland New Hires by Industry,23,Construction,,New Hires,20773,
Maryland,2018Q4,Maryland New Hires by Industry,23,Construction,,New Hires,19332,
Maryland,2019Q4,Maryland New Hires by Industry,23,Construction,,New Hires,18723,
Maryland,2020Q4,Maryland New Hires by Industry,23,Construction,,New Hires,17215,
Maryland,2021Q4,Maryland New Hires by Industry,23,Construction,,New Hires,18955,
Maryland,2015Q1,Maryland Separations by Industry,23,Construction,,Seperation,22128,
Maryland,2017Q1,Maryland Separations by Industry,23,Construction,,Seperation,24208,
Maryland,2016Q1,Maryland Separations by Industry,23,Construction,,Seperation,23769,
Maryland,2018Q1,Maryland Separations by Industry,23,Construction,,Seperation,23792,
Maryland,2019Q1,Maryland Separations by Industry,23,Construction,,Seperation,21994,
Maryland,2020Q1,Maryland Separations by Industry,23,Construction,,Seperation,26154,
Maryland,2021Q1,Maryland Separations by Industry,23,Construction,,Seperation,19509,
Maryland,2015Q2,Maryland Separations by Industry,23,Construction,,Seperation,25250,
Maryland,2016Q2,Maryland Separations by Industry,23,Construction,,Seperation,25998,
Maryland,2017Q2,Maryland Separations by Industry,23,Construction,,Seperation,25480,
Maryland,2018Q2,Maryland Separations by Industry,23,Construction,,Seperation,24887,
Maryland,2019Q2,Maryland Separations by Industry,23,Construction,,Seperation,23908,
Maryland,2020Q2,Maryland Separations by Industry,23,Construction,,Seperation,21365,
Maryland,2021Q2,Maryland Separations by Industry,23,Construction,,Seperation,23041,
Maryland,2015Q3,Maryland Separations by Industry,23,Construction,,Seperation,28532,
Maryland,2016Q3,Maryland Separations by Industry,23,Construction,,Seperation,30217,
Maryland,2017Q3,Maryland Separations by Industry,23,Construction,,Seperation,29498,
Maryland,2018Q3,Maryland Separations by Industry,23,Construction,,Seperation,27944,
Maryland,2019Q3,Maryland Separations by Industry,23,Construction,,Seperation,27269,
Maryland,2021Q3,Maryland Separations by Industry,23,Construction,,Seperation,26703,
Maryland,2020Q3,Maryland Separations by Industry,23,Construction,,Seperation,23837,
Maryland,2018Q4,Maryland Separations by Industry,23,Construction,,Seperation,27841,
Maryland,2016Q4,Maryland Separations by Industry,23,Construction,,Seperation,29905,
Maryland,2015Q4,Maryland Separations by Industry,23,Construction,,Seperation,30505,
Maryland,2017Q4,Maryland Separations by Industry,23,Construction,,Seperation,29493,
Maryland,2019Q4,Maryland Separations by Industry,23,Construction,,Seperation,27539,
Maryland,2020Q4,Maryland Separations by Industry,23,Construction,,Seperation,24794,
Maryland,2021Q4,Maryland Separations by Industry,23,Construction,,Seperation,26800,
Maryland,2017Q1,Maryland Turnover Rate by Industry,23,Construction,,Turnover Rate,8.3
Maryland,2016Q1,Maryland Turnover Rate by Industry,23,Construction,,Turnover Rate,9.2
